Year,Player,Salary,Position,Team
2008,Nick Johnson,5500000,First Baseman,Washington Nationals
2008,Austin Kearns,5000000,Outfielder,Washington Nationals
2008,Paul Lo Duca,5000000,Catcher,Washington Nationals
2008,Dmitri Young,5000000,First Baseman,Washington Nationals
2008,Felipe Lopez,4900000,Shortstop,Washington Nationals
2008,Cristian Guzman,4200000,Shortstop,Washington Nationals
2008,Wily Mo Pena,2000000,Outfielder,Washington Nationals
2008,Luis Ayala,1700000,Pitcher,Washington Nationals
2008,Ronnie Belliard,1600000,Second Baseman,Washington Nationals
2008,Rob Mackowiak,1500000,Outfielder,Washington Nationals
2008,Jesus Colome,1250000,Pitcher,Washington Nationals
2008,Johnny Estrada,1250000,Catcher,Washington Nationals
2008,Jon Rauch,1200000,Pitcher,Washington Nationals
2008,Aaron Boone,1000000,First Baseman,Washington Nationals
2008,Tim Redding,1000000,Pitcher,Washington Nationals
2008,Ray King,850000,Pitcher,Washington Nationals
2008,Odalis Perez,850000,Pitcher,Washington Nationals
2008,Willie Harris,800000,Outfielder,Washington Nationals
2008,Ryan Zimmerman,465000,Third Baseman,Washington Nationals
2008,Ryan Wagner,450000,Pitcher,Washington Nationals
2008,Saul Rivera,436000,Pitcher,Washington Nationals
2008,Matt Chico,409000,Pitcher,Washington Nationals
2008,Jason Bergmann,404000,Pitcher,Washington Nationals
2008,Lastings Milledge,402500,Outfielder,Washington Nationals
2008,Shawn Hill,402000,Pitcher,Washington Nationals
2008,Jesus Flores,400000,Catcher,Washington Nationals
2008,Joel Hanrahan,400000,Pitcher,Washington Nationals
2008,Elijah Dukes,392500,Outfielder,Washington Nationals
2008,Aubrey Huff,8000000,Third Baseman,Baltimore Orioles
2008,Melvin Mora,7826914,Third Baseman,Baltimore Orioles
2008,Ramon Hernandez,7500000,Catcher,Baltimore Orioles
2008,Brian Roberts,6300000,Second Baseman,Baltimore Orioles
2008,Danys Baez,6166666,Pitcher,Baltimore Orioles
2008,Jay Payton,5000000,Outfielder,Baltimore Orioles
2008,Jamie Walker,4500000,Pitcher,Baltimore Orioles
2008,Kevin Millar,3800000,First Baseman,Baltimore Orioles
2008,Chad Bradford,3666666,Pitcher,Baltimore Orioles
2008,Daniel Cabrera,2875000,Pitcher,Baltimore Orioles
2008,Steve Trachsel,1500000,Pitcher,Baltimore Orioles
2008,George Sherrill,980000,Pitcher,Baltimore Orioles
2008,Adam Loewen,816000,Pitcher,Baltimore Orioles
2008,Jeremy Guthrie,770000,Pitcher,Baltimore Orioles
2008,Fernando Cabrera,575000,Pitcher,Baltimore Orioles
2008,Greg Aquino,500000,Pitcher,Baltimore Orioles
2008,Nick Markakis,455000,Outfielder,Baltimore Orioles
2008,Chris Ray,445000,Pitcher,Baltimore Orioles
2008,Luke Scott,430000,Outfielder,Baltimore Orioles
2008,Guillermo Quiroz,400000,Catcher,Baltimore Orioles
2008,Matt Albers,395000,Pitcher,Baltimore Orioles
2008,Brian Burress,395000,Pitcher,Baltimore Orioles
2008,Randor Bierd,390000,Pitcher,Baltimore Orioles
2008,Freddie Bynum,390000,Shortstop,Baltimore Orioles
2008,Rocky Cherry,390000,Pitcher,Baltimore Orioles
2008,Brandon Fahey,390000,Shortstop,Baltimore Orioles
2008,Luis Hernandez,390000,Shortstop,Baltimore Orioles
2008,James Hoey,390000,Pitcher,Baltimore Orioles
2008,Adam Jones,390000,Outfielder,Baltimore Orioles
2008,Scott Moore,390000,Third Baseman,Baltimore Orioles
2008,Troy Patton,390000,Pitcher,Baltimore Orioles
2008,Dennis Sarfate,390000,Pitcher,Baltimore Orioles
2008,Greg Maddux,10000000,Pitcher,San Diego Padres
2008,Brian Giles,9666666,Outfielder,San Diego Padres
2008,Jim Edmonds,8000000,Outfielder,San Diego Padres
2008,Trevor Hoffman,7500000,Pitcher,San Diego Padres
2008,Jake Peavy,6500000,Pitcher,San Diego Padres
2008,Randy Wolf,4750000,Pitcher,San Diego Padres
2008,Khalil Greene,4500000,Shortstop,San Diego Padres
2008,Tadahito Iguchi,3850000,Second Baseman,San Diego Padres
2008,Michael Barrett,3500000,Catcher,San Diego Padres
2008,Chris R. Young,2625000,Pitcher,San Diego Padres
2008,Josh Bard,2237500,Catcher,San Diego Padres
2008,Mark Prior,1000000,Pitcher,San Diego Padres
2008,Tony Clark,900000,First Baseman,San Diego Padres
2008,Adrian Gonzalez,875000,First Baseman,San Diego Padres
2008,Glendon Rusch,850000,Pitcher,San Diego Padres
2008,Jody Gerut,700000,Outfielder,San Diego Padres
2008,Wilfredo Ledezma,620000,Pitcher,San Diego Padres
2008,Heath Bell,420000,Pitcher,San Diego Padres
2008,Cla Meredith,415000,Pitcher,San Diego Padres
2008,Clay Hensley,410000,Pitcher,San Diego Padres
2008,Kevin Kouzmanoff,410000,Third Baseman,San Diego Padres
2008,Scott Hairston,406000,Outfielder,San Diego Padres
2008,Justin Germano,404500,Pitcher,San Diego Padres
2008,Justin Hampson,402500,Pitcher,San Diego Padres
2008,Joe Thatcher,393000,Pitcher,San Diego Padres
2008,Paul McAnulty,391250,Outfielder,San Diego Padres
2008,Tim Stauffer,391200,Pitcher,San Diego Padres
2008,Callix Crabbe,390000,Second Baseman,San Diego Padres
2008,Enrique Gonzalez,390000,Pitcher,San Diego Padres
2008,Carlos Guevara,390000,Pitcher,San Diego Padres
2008,Justin Huber,390000,Outfielder,San Diego Padres
2008,Pat Burrell,14250000,Outfielder,Philadelphia Phillies
2008,Ryan Howard,10000000,First Baseman,Philadelphia Phillies
2008,Brett Myers,8583333,Pitcher,Philadelphia Phillies
2008,Jimmy Rollins,8000000,Shortstop,Philadelphia Phillies
2008,Adam Eaton,7958333,Pitcher,Philadelphia Phillies
2008,Chase Utley,7785714,Second Baseman,Philadelphia Phillies
2008,Brad Lidge,6350000,Pitcher,Philadelphia Phillies
2008,Jamie Moyer,6000000,Pitcher,Philadelphia Phillies
2008,Tom Gordon,5500000,Pitcher,Philadelphia Phillies
2008,Geoff Jenkins,5000000,Outfielder,Philadelphia Phillies
2008,J.C. Romero,3250000,Pitcher,Philadelphia Phillies
2008,Pedro Feliz,3000000,Third Baseman,Philadelphia Phillies
2008,Wes Helms,2400000,Third Baseman,Philadelphia Phillies
2008,Jayson Werth,1700000,Outfielder,Philadelphia Phillies
2008,Ryan Madson,1400000,Pitcher,Philadelphia Phillies
2008,Chad Durbin,900000,Pitcher,Philadelphia Phillies
2008,So Taguchi,900000,Outfielder,Philadelphia Phillies
2008,Eric Bruntlett,600000,Shortstop,Philadelphia Phillies
2008,Cole Hamels,500000,Pitcher,Philadelphia Phillies
2008,Shane Victorino,480000,Outfielder,Philadelphia Phillies
2008,Kyle Kendrick,445000,Pitcher,Philadelphia Phillies
2008,Greg Dobbs,440000,Third Baseman,Philadelphia Phillies
2008,Carlos Ruiz,425000,Catcher,Philadelphia Phillies
2008,Clay Condrey,420000,Pitcher,Philadelphia Phillies
2008,Chris Coste,415000,Catcher,Philadelphia Phillies
2008,Francisco Rosario,395000,Pitcher,Philadelphia Phillies
2008,Mike Zagurski,392500,Pitcher,Philadelphia Phillies
2008,Tim Lahey,390000,Pitcher,Philadelphia Phillies
2008,Scott Mathieson,390000,Pitcher,Philadelphia Phillies
2008,Matt Morris,10037283,Pitcher,Pittsburgh Pirates
2008,Jack Wilson,6650000,Shortstop,Pittsburgh Pirates
2008,Jason Bay,6000000,Outfielder,Pittsburgh Pirates
2008,Adam LaRoche,5000000,First Baseman,Pittsburgh Pirates
2008,Freddy Sanchez,4150000,Second Baseman,Pittsburgh Pirates
2008,Xavier Nady,3350000,Outfielder,Pittsburgh Pirates
2008,Damaso Marte,2150000,Pitcher,Pittsburgh Pirates
2008,Jose A. Bautista,1800000,Third Baseman,Pittsburgh Pirates
2008,John Grabow,1135000,Pitcher,Pittsburgh Pirates
2008,Chris Gomez,1000000,Shortstop,Pittsburgh Pirates
2008,Tyler Yates,800000,Pitcher,Pittsburgh Pirates
2008,Doug Mientkiewicz,750000,First Baseman,Pittsburgh Pirates
2008,Luis Rivas,525000,Second Baseman,Pittsburgh Pirates
2008,Matt Capps,435500,Pitcher,Pittsburgh Pirates
2008,Ian Snell,435000,Pitcher,Pittsburgh Pirates
2008,Nate McLouth,425000,Outfielder,Pittsburgh Pirates
2008,Paul Maholm,424500,Pitcher,Pittsburgh Pirates
2008,Ronny Paulino,423500,Catcher,Pittsburgh Pirates
2008,Tom Gorzelanny,419000,Pitcher,Pittsburgh Pirates
2008,Ryan Doumit,412000,Catcher,Pittsburgh Pirates
2008,Chris Duffy,403500,Outfielder,Pittsburgh Pirates
2008,Zach Duke,400000,Pitcher,Pittsburgh Pirates
2008,Franquelis Osoria,393000,Pitcher,Pittsburgh Pirates
2008,Nyjer Morgan,391000,Outfielder,Pittsburgh Pirates
2008,Phillip Dumatrait,390500,Pitcher,Pittsburgh Pirates
2008,Evan Meek,390000,Pitcher,Pittsburgh Pirates
2008,Vicente Padilla,11000000,Pitcher,Texas Rangers
2008,Kevin Millwood,10368892,Pitcher,Texas Rangers
2008,Michael Young,6174974,Shortstop,Texas Rangers
2008,Hank Blalock,6000000,Third Baseman,Texas Rangers
2008,Milton Bradley,5250000,Outfielder,Texas Rangers
2008,Frank Catalanotto,4000000,Outfielder,Texas Rangers
2008,Jason Jennings,4000000,Pitcher,Texas Rangers
2008,Ben Broussard,3850000,First Baseman,Texas Rangers
2008,Joaquin Benoit,2250000,Pitcher,Texas Rangers
2008,Eddie Guardado,2000000,Pitcher,Texas Rangers
2008,Marlon Byrd,1800000,Outfielder,Texas Rangers
2008,Gerald Laird,1600000,Catcher,Texas Rangers
2008,Kazuo Fukumori,1400000,Pitcher,Texas Rangers
2008,Jamey Wright,1000000,Pitcher,Texas Rangers
2008,Ramon Vazquez,810000,Third Baseman,Texas Rangers
2008,Adam Melhuse,750000,Catcher,Texas Rangers
2008,Ian Kinsler,700000,Second Baseman,Texas Rangers
2008,C.J. Wilson,417460,Pitcher,Texas Rangers
2008,Brandon McCarthy,404760,Pitcher,Texas Rangers
2008,Josh Hamilton,396830,Outfielder,Texas Rangers
2008,Kason Gabbard,396390,Pitcher,Texas Rangers
2008,Dustin Nippert,395500,Pitcher,Texas Rangers
2008,John Rheinecker,395330,Pitcher,Texas Rangers
2008,Jason Botts,394190,Designated Hitter,Texas Rangers
2008,David Murphy,393000,Outfielder,Texas Rangers
2008,Travis Metcalf,392000,Third Baseman,Texas Rangers
2008,Josh Rupe,392000,Pitcher,Texas Rangers
2008,Luis A. Mendoza,391000,Pitcher,Texas Rangers
2008,Franklyn German,390000,Pitcher,Texas Rangers
2008,Carlos Pena,6000000,First Baseman,Tampa Bay Rays
2008,Carl Crawford,5375000,Outfielder,Tampa Bay Rays
2008,Troy Percival,3897797,Pitcher,Tampa Bay Rays
2008,Scott Kazmir,3785000,Pitcher,Tampa Bay Rays
2008,Dan Wheeler,2875000,Pitcher,Tampa Bay Rays
2008,Cliff Floyd,2750000,Outfielder,Tampa Bay Rays
2008,Akinori Iwamura,2400000,Second Baseman,Tampa Bay Rays
2008,Al Reyes,2300000,Pitcher,Tampa Bay Rays
2008,Rocco Baldelli,2250000,Outfielder,Tampa Bay Rays
2008,Trever Miller,1600000,Pitcher,Tampa Bay Rays
2008,Jonny Gomes,1275000,Designated Hitter,Tampa Bay Rays
2008,Gary Glover,1075000,Pitcher,Tampa Bay Rays
2008,James Shields,1000000,Pitcher,Tampa Bay Rays
2008,Eric Hinske,800000,First Baseman,Tampa Bay Rays
2008,Jason Bartlett,416600,Shortstop,Tampa Bay Rays
2008,Edwin Jackson,412700,Pitcher,Tampa Bay Rays
2008,Dioner Navarro,412500,Catcher,Tampa Bay Rays
2008,Scott Dohmann,412400,Pitcher,Tampa Bay Rays
2008,B.J. Upton,412100,Third Baseman,Tampa Bay Rays
2008,Matt Garza,404600,Pitcher,Tampa Bay Rays
2008,Willy Aybar,401200,Third Baseman,Tampa Bay Rays
2008,Chad Orvella,400700,Pitcher,Tampa Bay Rays
2008,Nathan Haynes,400000,Outfielder,Tampa Bay Rays
2008,Kurt Birkins,397600,Pitcher,Tampa Bay Rays
2008,J.P. Howell,397400,Pitcher,Tampa Bay Rays
2008,Jason Hammel,396300,Pitcher,Tampa Bay Rays
2008,Andy Sonnanstine,395800,Pitcher,Tampa Bay Rays
2008,Ben Zobrist,395800,Shortstop,Tampa Bay Rays
2008,Shawn Riggans,392100,Catcher,Tampa Bay Rays
2008,Elliot Johnson,390000,Second Baseman,Tampa Bay Rays
2008,Adam Dunn,13000000,Outfielder,Cincinnati Reds
2008,Francisco Cordero,8625000,Pitcher,Cincinnati Reds
2008,Ken Griffey Jr.,8282695,Outfielder,Cincinnati Reds
2008,Aaron Harang,6750000,Pitcher,Cincinnati Reds
2008,Alex Luis Gonzalez,4625000,Shortstop,Cincinnati Reds
2008,Bronson Arroyo,4575000,Pitcher,Cincinnati Reds
2008,David Weathers,3300000,Pitcher,Cincinnati Reds
2008,Jeremy Affeldt,3000000,Pitcher,Cincinnati Reds
2008,Ryan Freel,3000000,Outfielder,Cincinnati Reds
2008,Corey Patterson,3000000,Outfielder,Cincinnati Reds
2008,Brandon Phillips,2937500,Second Baseman,Cincinnati Reds
2008,David Ross,2525000,Catcher,Cincinnati Reds
2008,Scott Hatteberg,1850000,First Baseman,Cincinnati Reds
2008,Matt Belisle,1250000,Pitcher,Cincinnati Reds
2008,Juan Castro,975000,Infielder,Cincinnati Reds
2008,Todd Coffey,907500,Pitcher,Cincinnati Reds
2008,Paul Bako,750000,Catcher,Cincinnati Reds
2008,Kent Mercker,600000,Pitcher,Cincinnati Reds
2008,Mike Lincoln,550000,Pitcher,Cincinnati Reds
2008,Edwin Encarnacion,450000,Third Baseman,Cincinnati Reds
2008,Norris Hopper,402500,Outfielder,Cincinnati Reds
2008,Jeff Keppinger,402500,Shortstop,Cincinnati Reds
2008,Josh Fogg,400000,Pitcher,Cincinnati Reds
2008,Jared (Levi) Burton,395000,Pitcher,Cincinnati Reds
2008,Bobby Livingston,392500,Pitcher,Cincinnati Reds
2008,Edison Volquez,392500,Pitcher,Cincinnati Reds
2008,Johnny Cueto,390000,Pitcher,Cincinnati Reds
2008,Joey Votto,390000,First Baseman,Cincinnati Reds
2008,Manny Ramirez,18929923,Outfielder,Boston Red Sox
2008,J.D. Drew,14000000,Outfielder,Boston Red Sox
2008,David Ortiz,13000000,Designated Hitter,Boston Red Sox
2008,Mike Lowell,12500000,Third Baseman,Boston Red Sox
2008,Jason Varitek,10442030,Catcher,Boston Red Sox
2008,Josh Beckett,10166666,Pitcher,Boston Red Sox
2008,Julio Lugo,9250000,Shortstop,Boston Red Sox
2008,Daisuke Matsuzaka,8333333,Pitcher,Boston Red Sox
2008,Curt Schilling,8000000,Pitcher,Boston Red Sox
2008,Coco Crisp,5083333,Outfielder,Boston Red Sox
2008,Tim Wakefield,4000000,Pitcher,Boston Red Sox
2008,Julian Tavarez,3850000,Pitcher,Boston Red Sox
2008,Mike Timlin,3000000,Pitcher,Boston Red Sox
2008,Kevin Youkilis,3000000,First Baseman,Boston Red Sox
2008,Alex Cora,2000000,Infielder,Boston Red Sox
2008,Hideki Okajima,1275000,Pitcher,Boston Red Sox
2008,Javier Lopez,840000,Pitcher,Boston Red Sox
2008,Kyle Snyder,835000,Pitcher,Boston Red Sox
2008,Sean Casey,800000,First Baseman,Boston Red Sox
2008,Jonathan Papelbon,775000,Pitcher,Boston Red Sox
2008,Dustin Pedroia,457000,Second Baseman,Boston Red Sox
2008,Jonathan Lester,421500,Pitcher,Boston Red Sox
2008,Manny Delcarmen,421000,Pitcher,Boston Red Sox
2008,Jacoby Ellsbury,406000,Outfielder,Boston Red Sox
2008,Bryan Corey,405000,Pitcher,Boston Red Sox
2008,David Aardsma,403250,Pitcher,Boston Red Sox
2008,Kevin Cash,400000,Catcher,Boston Red Sox
2008,Clay Buchholz,396000,Pitcher,Boston Red Sox
2008,Todd Helton,16600000,First Baseman,Colorado Rockies
2008,Matt Holliday,9500000,Outfielder,Colorado Rockies
2008,Aaron Cook,5125000,Pitcher,Colorado Rockies
2008,Brian Fuentes,5050000,Pitcher,Colorado Rockies
2008,Garrett Atkins,4387500,Third Baseman,Colorado Rockies
2008,Brad Hawpe,3925000,Outfielder,Colorado Rockies
2008,Luis Vizcaino,3500000,Pitcher,Colorado Rockies
2008,Kip Wells,3100000,Pitcher,Colorado Rockies
2008,Jeff Francis,3000000,Pitcher,Colorado Rockies
2008,Yorvit Torrealba,3000000,Catcher,Colorado Rockies
2008,Matt Herges,2000000,Pitcher,Colorado Rockies
2008,Willy Taveras,1975000,Outfielder,Colorado Rockies
2008,Mark Redman,1000000,Pitcher,Colorado Rockies
2008,Manuel Corpas,775000,Pitcher,Colorado Rockies
2008,Scott Podsednik,750000,Outfielder,Colorado Rockies
2008,Troy Tulowitzkii,750000,Shortstop,Colorado Rockies
2008,Micah Bowie,650000,Pitcher,Colorado Rockies
2008,Clint Barmes,405000,Shortstop,Colorado Rockies
2008,Jeff Baker,403000,Third Baseman,Colorado Rockies
2008,Taylor Buchholz,399000,Pitcher,Colorado Rockies
2008,Jason Hirsh,396000,Pitcher,Colorado Rockies
2008,Chris Iannetta,396000,Catcher,Colorado Rockies
2008,Ryan Spilborghs,396000,Outfielder,Colorado Rockies
2008,Ubaldo Jimenez,392000,Pitcher,Colorado Rockies
2008,Franklin Morales,391000,Pitcher,Colorado Rockies
2008,Jayson Nix,390000,Second Baseman,Colorado Rockies
2008,Jose Guillen,12000000,Outfielder,Kansas City Royals
2008,Gil Meche,11400000,Pitcher,Kansas City Royals
2008,Mark Grudzielanek,4500000,Second Baseman,Kansas City Royals
2008,Ron Mahay,4000000,Pitcher,Kansas City Royals
2008,Brett Tomko,3000000,Pitcher,Kansas City Royals
2008,David DeJesus,2500000,Outfielder,Kansas City Royals
2008,Yasuhiko Yabuta,2500000,Pitcher,Kansas City Royals
2008,Mark Teahen,2337500,Outfielder,Kansas City Royals
2008,John Bale,2200000,Pitcher,Kansas City Royals
2008,John Buck,2200000,Catcher,Kansas City Royals
2008,Miguel Olivo,2050000,Catcher,Kansas City Royals
2008,Zack Greinke,1400000,Pitcher,Kansas City Royals
2008,Jimmy Gobble,1312500,Pitcher,Kansas City Royals
2008,Ross Gload,1300000,First Baseman,Kansas City Royals
2008,Esteban German,1000000,Third Baseman,Kansas City Royals
2008,Luke Hudson,475000,Pitcher,Kansas City Royals
2008,Joey Gathright,427000,Outfielder,Kansas City Royals
2008,Joakim Soria,426500,Pitcher,Kansas City Royals
2008,Brian Bannister,421000,Pitcher,Kansas City Royals
2008,Alex Gordon,406000,Third Baseman,Kansas City Royals
2008,Leo Nunez,405000,Pitcher,Kansas City Royals
2008,Tony (Francisco) Pena Jr.,405000,Shortstop,Kansas City Royals
2008,Billy Butler,399000,First Baseman,Kansas City Royals
2008,Ramon S. Ramirez,397000,Pitcher,Kansas City Royals
2008,Alberto Callaspo,394000,Second Baseman,Kansas City Royals
2008,Matt Tupman,390000,Catcher,Kansas City Royals
2008,Magglio Ordonez,15768174,Outfielder,Detroit Tigers
2008,Gary Sheffield,13326306,Designated Hitter,Detroit Tigers
2008,Ivan Rodriguez,12379883,Catcher,Detroit Tigers
2008,Carlos Guillen,12000000,Shortstop,Detroit Tigers
2008,Miguel Cabrera,11300000,Third Baseman,Detroit Tigers
2008,Edgar Renteria,10000000,Shortstop,Detroit Tigers
2008,Jeremy Bonderman,8500000,Pitcher,Detroit Tigers
2008,Kenny Rogers,8000000,Pitcher,Detroit Tigers
2008,Todd Jones,7000000,Pitcher,Detroit Tigers
2008,Dontrelle Willis,7000000,Pitcher,Detroit Tigers
2008,Jacque Jones,6333333,Outfielder,Detroit Tigers
2008,Brandon Inge,6200000,Third Baseman,Detroit Tigers
2008,Placido Polanco,4600000,Second Baseman,Detroit Tigers
2008,Nate Robertson,4250000,Pitcher,Detroit Tigers
2008,Fernando Rodney,1700000,Pitcher,Detroit Tigers
2008,Marcus Thames,1275000,Outfielder,Detroit Tigers
2008,Justin Verlander,1130000,Pitcher,Detroit Tigers
2008,Curtis Granderson,1000000,Outfielder,Detroit Tigers
2008,Vance Wilson,950000,Catcher,Detroit Tigers
2008,Bobby Seay,780000,Pitcher,Detroit Tigers
2008,Ramon Santiago,575000,Shortstop,Detroit Tigers
2008,Jason Grilli,420000,Pitcher,Detroit Tigers
2008,Joel Zumaya,420000,Pitcher,Detroit Tigers
2008,Zach Miner,410000,Pitcher,Detroit Tigers
2008,Aquilino Lopez,400000,Pitcher,Detroit Tigers
2008,Ryan Raburn,396000,Outfielder,Detroit Tigers
2008,Denny Bautista,395000,Pitcher,Detroit Tigers
2008,Yorman Bazardo,395000,Pitcher,Detroit Tigers
2008,Jordan Tata,391500,Pitcher,Detroit Tigers
2008,Clete Thomas,390000,Outfielder,Detroit Tigers
2008,Justin Morneau,8400000,First Baseman,Minnesota Twins
2008,Joe Mauer,6250000,Catcher,Minnesota Twins
2008,Joe Nathan,6000000,Pitcher,Minnesota Twins
2008,Michael Cuddyer,5916666,Outfielder,Minnesota Twins
2008,Livan Hernandez,5000000,Pitcher,Minnesota Twins
2008,Craig Monroe,3820000,Outfielder,Minnesota Twins
2008,Mike Lamb,3500000,Third Baseman,Minnesota Twins
2008,Adam Everett,2800000,Shortstop,Minnesota Twins
2008,Juan Rincon,2475000,Pitcher,Minnesota Twins
2008,Nick Punto,2400000,Third Baseman,Minnesota Twins
2008,Delmon Young,1440000,Outfielder,Minnesota Twins
2008,Jason Kubel,1300000,Outfielder,Minnesota Twins
2008,Jesse Crain,1050000,Pitcher,Minnesota Twins
2008,Dennys Reyes,1000000,Pitcher,Minnesota Twins
2008,Matt Guerrier,950000,Pitcher,Minnesota Twins
2008,Mike Redmond,950000,Catcher,Minnesota Twins
2008,Pat Neshek,435000,Pitcher,Minnesota Twins
2008,Boof Bonser,432500,Pitcher,Minnesota Twins
2008,Brendan Harris,431100,Shortstop,Minnesota Twins
2008,Scott Baker,422500,Pitcher,Minnesota Twins
2008,Carlos Gomez,395000,Outfielder,Minnesota Twins
2008,Kevin Slowey,395000,Pitcher,Minnesota Twins
2008,Brian Bass,390000,Pitcher,Minnesota Twins
2008,Nick Blackburn,390000,Pitcher,Minnesota Twins
2008,Matt Tolbert,390000,Infielder,Minnesota Twins
2008,Jim Thome,15666666,Designated Hitter,Chicago White Sox
2008,Mark Buehrle,14000000,Pitcher,Chicago White Sox
2008,Paul Konerko,12000000,First Baseman,Chicago White Sox
2008,Javier Vazquez,11500000,Pitcher,Chicago White Sox
2008,Orlando Cabrera,10000000,Shortstop,Chicago White Sox
2008,Jose Contreras,10000000,Pitcher,Chicago White Sox
2008,Jermaine Dye,9500000,Outfielder,Chicago White Sox
2008,A.J. Pierzynski,5850000,Catcher,Chicago White Sox
2008,Joe Crede,5100000,Third Baseman,Chicago White Sox
2008,Octavio Dotel,5000000,Pitcher,Chicago White Sox
2008,Juan Uribe,4500000,Shortstop,Chicago White Sox
2008,Scott Linebrink,4000000,Pitcher,Chicago White Sox
2008,Nick Swisher,3600000,Outfielder,Chicago White Sox
2008,Mike MacDougal,1950000,Pitcher,Chicago White Sox
2008,Toby Hall,1750000,Catcher,Chicago White Sox
2008,Alexei Ramirez,1111666,Shortstop,Chicago White Sox
2008,Pablo Ozuna,1050000,Second Baseman,Chicago White Sox
2008,Matt Thornton,875000,Pitcher,Chicago White Sox
